Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
1770,04/30/2012,"Sabanagrande, Colombia",Sabanagrande,13.0,13.0,The helicopter caught fire and crashed while en route.,2012
1771,05/09/2012," Cidahu, Indonesia", Cidahu,45.0,45.0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.",2012
1772,05/14/2012,"Jomsom, Nepal",Jomsom,21.0,15.0, 	The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.,2012
1773,06/02/2012,"Accra, Ghana",Accra,4.0,0.0,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",2012
1774,06/03/2012,"Lagos, Nigeria",Lagos,153.0,153.0,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.",2012
1775,06/06/2012,"Hualla Hualla, Mount Mamarosa, Peru",Hualla Hualla,14.0,14.0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.",2012
1776,06/11/2012," Serov, Russia", Serov,13.0,13.0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident.",2012
1777,06/21/2012,"Jakarta, Indonesia",Jakarta,7.0,7.0,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.,2012
1778,08/18/2012," Masbate Island, Philippines", Masbate Island,4.0,3.0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative.",2012
1779,08/19/2012,"Talodi, Sudan",Talodi,32.0,32.0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.",2012
1780,09/12/2012," Palana, Russia", Palana,14.0,10.0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.",2012
1781,09/28/2012,"Kathmandu, Nepal",Kathmandu,19.0,19.0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.,2012
1782,10/07/2012," Omdurman, Sudan", Omdurman,22.0,15.0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.",2012
1783,10/07/2012,Antigua,Antigua,4.0,3.0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",2012
1784,11/21/2012,"San'a, Yemen",San'a,10.0,10.0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.",2012
1785,11/30/2012," Brazzaville, Congo", Brazzaville,7.0,7.0,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.,2012
1786,12/05/2012," Ladysmith, South Africa", Ladysmith,11.0,11.0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.",2012
1787,12/09/2012," Iturbide, Mexico", Iturbide,7.0,7.0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.",2012
1788,12/25/2012," Shymkent, Kazakhstan", Shymkent,27.0,27.0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov",2012
1789,12/25/2012,"Heho, Myanmar",Heho,71.0,1.0,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",2012
1790,12/29/2012,"Moscow, Russia",Moscow,8.0,5.0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.",2012
1791,01/02/2013," Clear Lake, Iowa", Clear Lake,3.0,3.0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",2013
1792,01/04/2013," Los Roques, Venezuela", Los Roques,6.0,6.0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.",2013
1793,01/29/2013," Kyzyltu, Kazakhstan", Kyzyltu,21.0,21.0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.,2013
1794,02/13/2013,"Donetsk, Ukraine",Donetsk,45.0,5.0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",2013
1795,03/04/2013,"Goma, Congo",Goma,10.0,7.0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,2013
1796,03/08/2013," Dillingham, Alaska", Dillingham,2.0,2.0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",2013
1797,04/13/2013,"Denpasar, Indonesia",Denpasar,108.0,0.0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",2013
1798,04/29/2013,"Bagram Air Base, Afghanistan",Bagram Air Base,7.0,7.0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",2013
1799,05/31/2013,"Moosonee, Ontario",Moosonee,4.0,4.0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient.",2013
1800,06/25/2013,"Gaurikund,  Kedarnath, Uttarakhand State, India.",Gaurikund,20.0,20.0,Crashed during flood relief operations. The passengers were from paramilitary forces.,2013
1801,07/06/2013,"San Francisco, California",San Francisco,307.0,3.0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",2013
1802,07/07/2013,"Soldotna, Alaksa",Soldotna,10.0,10.0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operator’s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall.",2013
1803,08/09/2013,"Mogadishu, Somalia",Mogadishu,6.0,4.0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.,2013
1804,08/14/2013,"Birmingham, Alabama",Birmingham,2.0,2.0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured.",2013
1805,10/03/2013,"Lagos, Nigeria",Lagos,20.0,16.0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit.",2013
1806,10/10/2013,"Kudat, Malaysia",Kudat,16.0,2.0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain.",2013
1807,10/16/2013," Pakse, Laos", Pakse,49.0,49.0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure.",2013
1808,11/03/2013,"Riberalta, Bolivia",Riberalta,18.0,8.0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted.",2013
1809,11/09/2013,"Pujungan, Malinau district, Borneo",Pujungan,21.0,13.0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived.",2013
1810,11/10/2013,"Red Lake, Ontario, Canada",Red Lake,7.0,5.0,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through.",2013
1811,11/17/2013," Kazan, Russia", Kazan,50.0,50.0,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training.",2013
1812,11/29/2013,Glasgow Scotland,Glasgow Scotland,3.0,3.0,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.,2013
1813,11/29/2013,"Bwabwata National Park, Nambia",Bwabwata National Park,33.0,33.0,"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, who remained alone on the flight deck when the person believed to be the co-pilot requested to go to the lavatory, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain.",2013
1814,12/05/2013," Cachimbo, Brazil", Cachimbo,5.0,5.0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots.",2013
1815,12/26/2013,"Irkutsk, Russia",Irkutsk,9.0,9.0,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed.",2013
1816,01/20/2014, Petreasa Romania, Petreasa Romania,7.0,2.0,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.,2014
1817,02/11/2014," Ain Kercha, Algeria", Ain Kercha,77.0,76.0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas.,2014
1818,02/16/2014,"Sandhikhark, Nepal",Sandhikhark,18.0,18.0,"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain.",2014
1819,02/21/2014,"Grombalia, Tunisia",Grombalia,11.0,11.0,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident.",2014
1820,03/08/2014,South Indian Ocean,South Indian Ocean,239.0,239.0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished.,2014
1821,03/18/2014,"Seattle, Washington",Seattle,2.0,2.0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.,2014
1822,04/19/2014,"Ramos Arizpe, Mexico",Ramos Arizpe,8.0,8.0,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport.",2014
1823,04/20/2014,"Jamijarvi, Finland",Jamijarvi,8.0,8.0,"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries.",2014
1824,05/08/2014," San Vicente del Caguan, Colombia", San Vicente del Caguan,6.0,6.0,The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del Caguán while en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode.,2014
1825,05/17/2014,"Xiang Khouang province, Laos",Xiang Khouang province,17.0,16.0,"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials. For unknown reason, crew was approaching at a too low altitude.",2014
1826,06/14/2014,"Lugansk, Ukraine",Lugansk,49.0,49.0,The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.,2014
1827,07/02/2014," Nairobi, Kenya", Nairobi,4.0,4.0,"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft.",2014
1828,07/07/2014,"Thach That district, Vietnam",Thach That district,19.0,18.0,"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission.",2014
1829,07/17/2014,"Hrabove, Ukraine",Hrabove,298.0,298.0,"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed.",2014
1830,07/23/2014,"Magong, Taiwan",Magong,58.0,48.0,"The passenger plane crashed into residential building while attempting to make an emergency landing during inclement weather due to the passing of hurricane Matmo.  The flight recorder revealed that after the the crew lost track of its flight path and moved away from the runway, the plane rapidly lost altitude and crashed to the ground in a period of 7.9 seconds. By the time the two pilots yelled to go around, there was nothing they could do to change the velocity and altitude of the plane in time to prevent a crash. The airport's control tower did not inform the aircraft of local weather conditions.The cause was  pilot error and a failure within the airline to follow safety procedures.",2014
1831,07/24/2014,"Aguelhok, Mali",Aguelhok,116.0,116.0,"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aeroplane slowed down and stalled.",2014
1832,08/10/2014,"Tehran, Iran",Tehran,48.0,39.0,"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller.",2014
1833,08/30/2014,"Tamanraset, Algeria",Tamanraset,7.0,7.0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off.",2014
1834,08/31/2014,"Mwanza, Tanzania",Mwanza,3.0,3.0,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza.",2014
1835,09/20/2014," Port Moresby, Papua New Guinea", Port Moresby,9.0,4.0,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The pl;ane was too low for unknown reasons.",2014
1836,10/04/2014,"Wichita Falls, Texas",Wichita Falls,4.0,2.0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured.",2014
1837,12/28/2014," Uvira, Congo", Uvira,6.0,6.0,The cargo plane impacted a mountainside while en route.,2014
1838,12/28/2014,Java Sea,Java Sea,162.0,162.0,"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident.",2014
1839,01/18/2015," Abu adh Dhuhur Air Base, Syria", Abu adh Dhuhur Air Base,37.0,37.0,"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft.",2015
1840,02/04/2015,"Taipei, Taiwan",Taipei,58.0,43.0,"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The pilot  mistakenly throttled down a still-running engine following a glitch with the other engine. Pilot error.",2015
1841,03/10/2015,"Villa Castelli, Argenina",Villa Castelli,10.0,10.0,Three French sports figures participating in a reality show were killed along with seven other people when the two helicopters filming the show collided.,2015
1842,03/24/2015," Digne-Les-Bains, France", Digne-Les-Bains,150.0,150.0,"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed.The copilot locked the captain out of the cockpit and put the plane into a controlled descent until it impacted the ground.",2015
1843,06/25/2015,"Ella Lake, Alaska",Ella Lake,9.0,9.0,"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan.",2015
1844,06/30/2015,"Medan, Indonesia",Medan,122.0,122.0,"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel.",2015
1845,07/31/2015," Agustin Codazzi, Colombia", Agustin Codazzi,11.0,11.0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.,2015
1846,08/12/2015,"Ninia, Indonesia",Ninia,6.0,1.0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed.",2015
1847,08/16/2015,"Tangok mountain, Papua",Tangok mountain,54.0,54.0,The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most provence. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area.,2015
1848,09/05/2015," Dakar,  Dioubel, Senegal", Dakar,7.0,7.0,"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient.",2015
1849,09/15/2015,"Iliamna East Wind Lake, Alaska",Iliamna East Wind Lake,7.0,3.0,"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control.",2015
1850,10/02/2015,"Jalalabad, Afghanistan",Jalalabad,11.0,11.0,"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MP’s placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne.",2015
1851,10/02/2015," Masamba, Indonesia", Masamba,10.0,10.0,The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong.,2015
1852,10/31/2015," Ilaga, Indonesia", Ilaga,4.0,4.0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact.",2015
1853,10/31/2015," Hasna, Egypt", Hasna,224.0,224.0,"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT.",2015
1854,11/04/2015,"Juba, South Sudan",Juba,43.0,41.0,"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers.",2015
1855,11/21/2015,"  Fox Glacier, South Valley, New Zealand",  Fox Glacier,7.0,7.0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet.",2015
1856,11/24/2015," Igarka, Russia", Igarka,26.0,15.0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed.",2015
1857,01/08/2016,"Akkajaure Lake, Norrbotten, Sweden",Akkajaure Lake,2.0,2.0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting.",2016
1858,02/02/2016,"  Mogadishu, Somalia",  Mogadishu,72.0,1.0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.,2016
1859,02/24/2016,"Dana, Nepal",Dana,23.0,23.0,"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet.",2016
1860,02/26/2016,"250 miles northwest of Kathmandu, Nepal",250 miles northwest of Kathmandu,11.0,2.0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.,2016
1861,03/09/2016,"Cox's Bazar, Bangladesh",Cox's Bazar,4.0,3.0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore.",2016
1862,03/15/2016,"Fatima Pastaza, Ecuador",Fatima Pastaza,22.0,22.0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed.",2016
1863,03/19/2016,"	Rostov-on-Don, Russia",	Rostov-on-Don,62.0,62.0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated.",2016
